6.8729997e-01 1.2488863e-01 7.7245763e-01 1.0000000e-02 1.0000000e-02
5.0831009e-01 3.5237860e-02 2.3424701e-01 1.0000000e-02 1.0000000e-02
4.0384794e-01 6.4315577e-01 3.8037147e-01 1.0000000e-02 1.0000000e-02
4.9582528e-01 9.5412380e-01 1.3246584e-01 1.0000000e-02 1.0000000e-02
8.6223714e-01 8.5982225e-01 8.7139215e-01 1.0000000e-02 1.0000000e-02
9.3212093e-01 7.6654468e-01 6.9588241e-01 1.0000000e-02 1.0000000e-02
1.6162250e-01 4.1983994e-01 6.3943418e-01 1.0000000e-02 1.0000000e-02
6.8205537e-01 6.8461619e-01 8.8234689e-01 1.0000000e-02 1.0000000e-02
8.8393483e-01 1.9621240e-02 8.0901513e-01 1.0000000e-02 1.0000000e-02
1.1835274e-01 1.4369288e-01 6.7446418e-01 1.0000000e-02 1.0000000e-02
8.5017248e-01 4.7133651e-02 4.7222321e-01 1.0000000e-02 1.0000000e-02
7.6147842e-01 6.3965722e-01 8.4178679e-01 1.0000000e-02 1.0000000e-02
2.6759491e-01 3.6909376e-01 4.5999465e-01 1.0000000e-02 1.0000000e-02
2.6841230e-01 9.0303598e-01 2.3782924e-01 1.0000000e-02 1.0000000e-02
1.2962300e-01 7.1061958e-01 2.9132480e-01 1.0000000e-02 1.0000000e-02
3.5255946e-01 5.4600791e-01 8.3891309e-01 1.0000000e-02 1.0000000e-02
9.4756753e-01 6.7455712e-01 5.8238289e-01 1.0000000e-02 1.0000000e-02
3.2442960e-01 3.1213110e-01 4.9856398e-01 1.0000000e-02 1.0000000e-02
8.9690983e-01 7.5603365e-01 8.1107068e-01 1.0000000e-02 1.0000000e-02
6.1634808e-01 2.7074924e-01 9.2286724e-01 1.0000000e-02 1.0000000e-02
7.4719492e-01 5.7596322e-01 6.3154090e-01 1.0000000e-02 1.0000000e-02
9.6566713e-01 2.8677477e-01 5.6432676e-01 1.0000000e-02 1.0000000e-02
6.7634348e-02 4.2886502e-01 9.3160281e-02 1.0000000e-02 1.0000000e-02
7.9897472e-01 8.3371481e-01 2.1998713e-01 1.0000000e-02 1.0000000e-02
2.8712005e-01 2.0037936e-01 2.1683300e-01 1.0000000e-02 1.0000000e-02
9.1326829e-01 1.9412997e-01 2.4730563e-01 1.0000000e-02 1.0000000e-02
5.1720971e-01 3.6226591e-01 8.2156418e-01 1.0000000e-02 1.0000000e-02
2.9488687e-01 6.4461389e-01 8.4934085e-01 1.0000000e-02 1.0000000e-02
5.2207677e-01 1.4966979e-01 4.2433727e-01 1.0000000e-02 1.0000000e-02
5.4138827e-02 4.5698796e-01 8.2307023e-01 1.0000000e-02 1.0000000e-02
4.3471600e-01 8.7129550e-01 1.4365139e-03 1.0000000e-02 1.0000000e-02
8.9439364e-01 5.1487941e-01 4.6073505e-01 1.0000000e-02 1.0000000e-02
1.9120129e-01 1.5823004e-01 2.2976081e-01 1.0000000e-02 1.0000000e-02
2.8476669e-01 7.4094455e-01 6.5491939e-01 1.0000000e-02 1.0000000e-02
1.7128700e-01 4.8708042e-01 8.9523531e-01 1.0000000e-02 1.0000000e-02
1.0837037e-01 5.4089520e-01 4.7393522e-01 1.0000000e-02 1.0000000e-02
7.9574300e-01 3.6348558e-01 2.4853712e-01 1.0000000e-02 1.0000000e-02
5.2200988e-01 8.9746279e-01 7.3573436e-01 1.0000000e-02 1.0000000e-02
4.4660701e-01 1.8522627e-01 1.3884950e-01 1.0000000e-02 1.0000000e-02
8.1152726e-01 2.6135687e-01 1.5928212e-01 1.0000000e-02 1.0000000e-02
2.9593364e-01 1.6833409e-01 9.5367437e-03 1.0000000e-02 1.0000000e-02
2.2293831e-01 2.3358344e-01 1.0169279e-01 1.0000000e-02 1.0000000e-02
8.2376007e-01 4.1100675e-01 1.4239487e-02 1.0000000e-02 1.0000000e-02
2.3404630e-01 6.1161210e-01 4.7408504e-01 1.0000000e-02 1.0000000e-02
6.5401809e-01 4.5099129e-01 8.2158730e-01 1.0000000e-02 1.0000000e-02
2.9158698e-01 9.4269634e-01 4.3345249e-01 1.0000000e-02 1.0000000e-02
4.8113004e-01 6.8470649e-01 9.2402148e-01 1.0000000e-02 1.0000000e-02
5.1962625e-01 7.9020565e-01 8.8358963e-02 1.0000000e-02 1.0000000e-02
4.1102967e-02 6.0578254e-01 5.6849092e-01 1.0000000e-02 1.0000000e-02
7.9051147e-01 2.3502279e-01 1.1967146e-01 1.0000000e-02 1.0000000e-02
1.1859006e-01 3.1392186e-01 4.0859190e-01 1.0000000e-02 1.0000000e-02
5.0322309e-01 6.0519683e-01 2.1483551e-01 1.0000000e-02 1.0000000e-02
9.9793147e-01 1.4438532e-01 8.3381094e-01 1.0000000e-02 1.0000000e-02
4.6879142e-01 4.8249164e-01 5.6365469e-02 1.0000000e-02 1.0000000e-02
2.1745336e-01 5.3948897e-01 4.3561374e-01 1.0000000e-02 1.0000000e-02
4.0174161e-01 7.1859736e-01 2.9145377e-01 1.0000000e-02 1.0000000e-02
9.1678139e-01 4.0468454e-01 3.5530453e-01 1.0000000e-02 1.0000000e-02
2.7752909e-01 5.9740203e-01 9.0785571e-01 1.0000000e-02 1.0000000e-02
1.0377756e-02 8.8531914e-01 7.9766137e-01 1.0000000e-02 1.0000000e-02
4.9170317e-01 6.8709638e-01 9.2317083e-01 1.0000000e-02 1.0000000e-02
9.2235443e-01 9.1934967e-01 3.3374870e-01 1.0000000e-02 1.0000000e-02
8.4644240e-01 7.9424025e-01 9.7221350e-01 1.0000000e-02 1.0000000e-02
6.5128008e-01 9.2031408e-02 9.1307946e-01 1.0000000e-02 1.0000000e-02
1.1061900e-01 2.8961203e-01 5.8265945e-01 1.0000000e-02 1.0000000e-02
7.1456485e-01 3.2868298e-01 5.5760842e-01 1.0000000e-02 1.0000000e-02
8.7935331e-02 9.9474243e-01 3.4214471e-01 1.0000000e-02 1.0000000e-02
6.2381393e-02 5.7299812e-01 6.6743583e-01 1.0000000e-02 1.0000000e-02
4.5363123e-02 9.8732139e-01 4.9436975e-01 1.0000000e-02 1.0000000e-02
1.2349401e-01 5.7478516e-01 1.2194080e-01 1.0000000e-02 1.0000000e-02
6.3104038e-01 5.3663536e-01 7.9574185e-01 1.0000000e-02 1.0000000e-02
9.5220610e-01 4.8717390e-01 9.4703940e-01 1.0000000e-02 1.0000000e-02
8.8500253e-01 1.7202116e-01 1.7939585e-01 1.0000000e-02 1.0000000e-02
2.7901524e-01 5.1842949e-01 2.8520341e-01 1.0000000e-02 1.0000000e-02
6.2141850e-01 1.8694519e-01 4.2430554e-01 1.0000000e-02 1.0000000e-02
2.9928761e-01 2.5203979e-01 6.3969934e-02 1.0000000e-02 1.0000000e-02
1.6023120e-01 6.0200240e-01 2.9207020e-02 1.0000000e-02 1.0000000e-02
2.0649738e-01 9.6309174e-01 5.8701446e-01 1.0000000e-02 1.0000000e-02
8.9153879e-01 7.0777314e-01 1.7717881e-01 1.0000000e-02 1.0000000e-02
1.0031017e-01 8.9621677e-03 7.3686783e-01 1.0000000e-02 1.0000000e-02
6.4578993e-01 8.9161619e-02 2.3928650e-01 1.0000000e-02 1.0000000e-02
4.8717255e-01 8.7575583e-02 8.3116738e-02 1.0000000e-02 1.0000000e-02
1.5393098e-01 7.2314147e-01 2.3735880e-01 1.0000000e-02 1.0000000e-02
9.4520860e-01 6.3674625e-01 8.4654520e-02 1.0000000e-02 1.0000000e-02
8.8278119e-01 4.2392549e-01 5.6120446e-01 1.0000000e-02 1.0000000e-02
7.4448485e-01 8.9345775e-01 7.0757569e-01 1.0000000e-02 1.0000000e-02
4.9962756e-02 2.2385610e-01 2.1289445e-01 1.0000000e-02 1.0000000e-02
5.4970803e-01 1.9522615e-01 1.9466216e-01 1.0000000e-02 1.0000000e-02
9.9058021e-01 8.2950699e-01 6.6171822e-01 1.0000000e-02 1.0000000e-02
7.1421886e-01 4.5681085e-01 5.7121716e-01 1.0000000e-02 1.0000000e-02
1.6230203e-01 9.4740400e-01 9.5163977e-01 1.0000000e-02 1.0000000e-02
8.4062824e-01 3.5868192e-01 1.0192267e-01 1.0000000e-02 1.0000000e-02
5.5051579e-01 9.8579108e-01 4.4102632e-02 1.0000000e-02 1.0000000e-02
9.3139069e-01 8.9940837e-01 7.0265202e-01 1.0000000e-02 1.0000000e-02
6.1723012e-01 4.8824776e-01 8.8096802e-01 1.0000000e-02 1.0000000e-02
2.6291898e-01 6.2631904e-01 4.4812741e-01 1.0000000e-02 1.0000000e-02
9.9931979e-01 9.0844367e-02 5.9933431e-01 1.0000000e-02 1.0000000e-02
2.0351647e-01 8.2404827e-01 1.3776083e-01 1.0000000e-02 1.0000000e-02
4.6422632e-02 1.5501239e-01 2.5505634e-01 1.0000000e-02 1.0000000e-02
3.1107678e-02 7.6612441e-01 5.7648290e-01 1.0000000e-02 1.0000000e-02
1.1340917e-01 9.0533100e-01 2.1778690e-01 1.0000000e-02 1.0000000e-02
